"short_name","id","conversation","flow_id","timestamp","content","failed","author","embeddings"
"astate",1,1,"F148728801134IZZCTN","2025-04-01T23:48:54.160000Z","What is my GOA",False,"USER","[0.034559727, -0.029214986, -0.043600127, -0.008786589, 0.07684974, -0.024539415, 0.024783392, -0.009055969, 0.042472556, 0.024010662, 0.042860378, 0.03370777, -0.049326327, -0.027442524, 0.026932744, -0.022241376, 0.007392871, -0.036647603, 0.029431388, -0.04655591, -0.022621898, 0.015815955, -0.009406061, -0.057746556, -0.0025787067, -0.0172648, -0.020233436, -0.05092607, 0.0076905084, 0.010323723, -0.04948513, 0.03242089, -0.087567255, 0.011916379, 0.029807163, -0.044603363, 0.03927139, -0.018846761, 0.013089153, 0.028308643, 0.029462855, -0.059727043, -0.05010931, 0.04629621, 0.00016473114, -0.06107832, -0.02419873, -0.005943697, -0.03130187, -0.08905529, -0.022431064, 0.039377376, 0.06302389, -0.008332971, -0.043644294, 0.013311958, 0.043502796, -0.016442893, 0.008777363, -0.020995192, -0.024640037, -0.000677527, -0.07537373, 0.04300026, -0.010361634, -0.025959508, 0.0075808004, -0.0061354223, -0.0315837, 0.03130432, 0.027857913, 0.004467016, 0.019189866, -0.04921903, -0.03719826, -0.054367885, -0.0050341506, 0.06923221, -0.0077688154, -0.014418188, -0.000810628, -0.05776402, -0.036104053, -0.058916766, -0.026279857, 0.048663214, -0.061541926, 0.0064443657, 0.014679326, 0.014272806, -0.022190975, -0.02666573, -0.015014011, -0.046107214, -0.02228024, 0.025257805, -0.027969662, -0.009340319, 0.015438205, -0.054830007, 0.0008896999, -0.029863607, -0.01274762, -0.039079547, 0.025108611, 0.0076794843, -0.009713974, 0.0094625475, -0.002063138, 0.04879856, -0.048148505, -0.028693931, 0.02258995, -0.0340922, 0.013012276, -0.041579537, -0.00821597, 0.12719642, 0.018543439, 0.05017911, 0.035903383, -0.01840992, -0.0024397771, -0.05048927, -0.025238015, 0.026008515, -0.02435965, 0.029077584, 0.06740217, 0.09288975, -0.0005962405, -0.03439746, 0.010061715, 0.0035670723, 0.018371101, 0.054244164, -0.0061334865, -0.030670727, 0.04478789, -0.027211966, 0.03983311, 0.0013025801, -0.022564337, -0.0020743934, 0.013436011, 0.06705993, -0.071426, 0.011265903, 0.090914614, -0.010492815, -0.035015374, 0.0072643384, -0.07645638, -0.02244905, 0.05567489, 0.045681935, -0.011400072, -0.017900562, -0.002160931, 0.0032392966, 0.06523011, 0.040162414, 0.034420837, -0.026183352, -0.0052356045, 0.015864458, 0.0033799226, 0.041546267, -0.020020884, 0.022436574, -0.038837705, -0.007378973, -0.08501118, -0.028685834, -0.01956515, -0.020470891, 0.029771809, 0.04960583, -0.051204663, -0.02536465, 0.031098053, 0.007487538, 0.011627933, 0.054633256, 0.012626177, 0.0056747887, 0.08555091, -0.008446289, -0.023761606, 0.008622606, -0.0154405655, 0.011351632, -0.030921074, 0.016829303, -0.025230184, 0.0044270223, 0.021606125, 0.0390891, 0.020020029, -0.08728061, -0.018200306, 0.082727194, 0.019342342, 0.008372877, 0.03764606, -0.022843566, 0.024180174, -0.06125981, 0.0130633935, 0.021261718, -0.038790133, -0.005501952, -0.01876227, 0.009893112, 0.06653979, 0.0098735485, -0.007823423, 0.081490934, 0.007364689, -0.041486166, 0.03460952, 0.043694314, -0.04110189, -0.013597697, -0.02681138, 0.043655246, -0.049962096, 0.025845604, 0.004520525, -0.05933218, 0.03186353, 0.020704955, 0.019705666, 0.008968789, 0.04473525, 0.022752905, 0.015202336, 0.023309581, 0.03464725, 0.035946544, -0.048148423, 0.027354188, 0.034200557, 0.04088437, -0.065722585, 0.0050427904, 0.017443703, 0.029725382, -0.016190058, 0.017543755, 0.0010121753, -0.060812537, -0.007846385, 0.05073652, -0.07419193, 0.009834342, -0.022061069, -0.020991836, 0.041014746, 0.015559427, 0.044082653, -0.007064506, 0.023500023, -0.021694869, 0.0070353867, 0.03309765, 0.015663072, -0.057802532, -0.04259415, 0.025348501, 0.005277164, -0.036395356, 0.029811485, -0.004588388, -0.035475545, -0.014506187, -0.018115064, 0.021161856, -0.0033954482, 0.0016568876, 0.026470333, 0.010562368, 0.013114911, -0.039382853, -0.029498797, -0.016886367, -0.04526995, -0.0020735213, 0.01684464, -0.06894882, -0.011159463, -0.01074813, -0.002727392, -0.015475943, -0.00521444, -0.005892007, 0.008287849, 0.015703432, 0.029362747, 0.032868452, -0.016626809, 0.009094685, -0.02625109, 0.0050972584, 0.0061285873, 0.014370825, -0.014200049, -0.010802603, 0.06540068, 0.028392984, -0.038128085, -0.0035769485, -0.03458177, 0.03537202, 0.06987046, -0.02163194, 0.007537943, 0.0048314556, -0.03839413, 0.029203279, 0.054021597, 0.11024047, 0.03141543, 0.021410165, -0.031378396, 0.04404737, -0.09391838, 0.043954622, 0.030426398, 0.043492503, -0.011456954, 0.009778301, 0.01792863, 0.032069415, 0.017257413, 0.01865818, -0.015447405, 0.019080875, -0.01799707, 0.0112749925, 0.05393433, 0.05126522, -0.0064621717, -0.017811174, -0.011429899, 0.013550682, -0.002431244, 0.007591894, 0.1308734, 0.011722226, -0.009580861, 0.10045611, -0.018320488, -0.0043138405, 0.022780284, -0.038371686, 0.018368168, 0.026663668, 0.0906318, -0.04933421, -0.052712835, 0.019673992, -0.0030820314, -0.014452821, -0.014517858, 0.039678093, 0.05286407, -0.02574752, -0.018122572, 0.02838791, -0.022586599, -0.0039376523, 0.02791908, -0.009966069, -0.00036769494, -0.015306321, -0.038362827, -0.044824198, 0.027440725, 0.014026009, -0.020438079, -0.038396172, 0.07680643, 0.059973743, 0.008457465, -0.0114699695, 0.0638189, 0.04137618, -0.0056746933, 0.078069605, 0.07019342, -0.02634627, 0.080688156, 0.036274564, 0.021884698, -0.019863153, -0.003089107, -0.034628123, -0.0064888494, -0.017802846, -0.005319331, -0.09045227, -0.041178554, -0.006405766, 0.02251059, -0.01640737, 0.007530829, -0.02260408, -0.019840391, 0.0023861583, 0.0052834614, 0.028299749, 0.06685583, -0.049381744, -0.049460888, -0.0056773685, 0.05533391, 0.02796406, 0.017936418, 0.025341226, -0.011485052, 0.013746721, -0.018750012, -0.051204164, 0.0019612496, -0.029758014, -0.03998178, -0.04338667, 0.011332802, 0.020614823, 0.055053193, 0.0060021495, 0.06416835, -0.029130954, -0.011943601, -0.04437302, 0.029865978, 0.031178296, -0.028322222, -0.02493963, -0.0025816225, -0.03938456, 0.03831183, 0.019544244, -0.026286162, -0.007370751, -0.020106338, 0.005120386, 0.02826747, -0.07195005, 0.01006071, -0.058128122, -0.041821323, -0.040564455, -0.017567223, -0.022613272, 0.00094400044, 0.059321437, 0.00948517, 0.005635043, -0.035309255, 0.038157184, -0.025849774, -0.006334856, 0.017574148, -0.007746798, 0.042559054, 0.05164722, 0.022689315, 0.037206333, 0.027786326, -0.064025715, -0.0035484778, 0.02413118, -0.02384465, 0.024248295, -0.0880101, 0.015385784, 0.018957742, 0.016357386, -0.026000036, 0.003978932, 0.010270879, 0.006356069, -0.005535827, -0.03857747, -0.010578576, 0.0012068632, -0.010285332, 0.066840895, 0.009462111, -0.02505749, -0.02485605, -0.05520248, 0.02313693, 0.01760497, 0.0038233085, 0.014754695, -0.0026007148, 0.0051120897, -0.049360897, -0.055733647, -0.018209374, 0.008495473, 0.018486908, -0.03662585, 0.07455256, -0.019591205, -0.028798051, -0.028371226, 0.012060394, 0.015706688, -0.038792133, 0.0018027332, 0.06152499, -0.026720768, -0.00563142, 0.036349528, 0.01022458, 0.034927025, 0.061256092, 0.022634257, -0.09764807, 0.0076349676, 0.016579663, -0.03690179, 0.009806525, 0.0068665897, -0.052212365, -0.022147235, -0.006409944, 0.048785415, -0.03150791, -0.014036504, 0.0046136486, 0.030438459, 0.0018421733, 0.0034110209, 0.034837067, -0.015235158, 0.033785332, -0.050764635, 0.034636434, 0.029322758, -0.02305742, -0.01211924, 0.012479205, -0.107149415, -0.0003282555, -0.046874072, -0.019170946, 0.005884564, 0.042342175, -0.008563441, 0.002045092, -0.014224442, -0.021931417, -0.022650471, -0.00675858, 0.014990767, -0.008977515, -0.048590213, -0.05007876, 0.0042300243, 0.0848084, -0.017743532, 0.00810121, -0.0317164, 0.06885495, -0.00561596, 0.009532236, 0.047202043, 0.02675769, -0.025813907, 0.06584042, -0.030218635, -0.050106946, -0.02466056, -0.00014427876, 0.02501647, 0.037663203, -0.015428543, -0.007082364, 0.042876475, -0.043244384, 0.05540539, -0.0014100698, 0.037526734, 0.0075528743, 0.020247335, -0.06923795, 0.027840232, -0.019518552, 0.030842412, -0.00090429164, -0.04013668, 0.010826738, -0.02187173, -0.035999995, -0.0039416375, -0.009044524, -0.049738202, 0.06917711, -0.025997996, 0.047576677, -0.0017380166, -0.025494557, -0.0041745235, 0.04718272, 0.021739226, -0.0067952354, -0.039665654, 0.033884555, -0.038500793, -0.041689, 0.02526592, 0.09354725, 0.026827578, -0.04251899, -0.026729826, 0.007941576, 0.015882479, -0.025610667, 0.0033925562, 0.02815891, 0.038988326, -0.004606997, -0.033146266, 0.03625616, 0.03230931, 0.01634731, 0.03881626, 0.025460258, -0.005192581, -0.048539728, 0.025954684, -0.015203062, -0.00063929963, 0.025217598, 0.01769533, -0.12550043, -0.025525661, 0.00587535, -0.0092154, 0.0036124715, 0.013089461, -0.015378875, -0.087613314, -0.08699957, 0.025376093, -0.045443024, 0.0904668, -0.0010726996, 0.03006128, -0.014392857, -0.038613107, -0.029836345, -0.069262765, -0.0010989706, -0.009834992, -0.037863377, -0.009071057, -0.010802897, -0.026697032, -0.015343818, -0.024479846, -0.020609101, -0.09100484, -0.060745027, 0.02477331, -0.06919153, 0.02683944, -0.008980737, -0.023405263, 0.026538657, 0.0002814288, -0.014636303, 0.024464104, 0.027623076, 0.023555156, -0.018500486, -0.028143806, -0.016740283, -0.019280773, 0.0104009025, 0.022777332, 0.049374957, 0.03786687, 0.022225933, 0.024768205, -0.011974573, -0.009824027, -0.034287475, -0.025669025, 0.0077145407, 0.004151027, -0.05954109, -0.019152207, -0.0021565363, 0.040024746, 0.002763411, 0.0059129903, -0.007970204, -0.00030427732, 0.01237006, 0.033353973, -0.005586042, -0.0074009118, 0.005439576, 0.018422538, 0.02643579, -0.0036068682, -0.07270383, 0.012889792, -0.0009846897, -0.03263368, 0.00027817333, 0.023673413, -0.039755616, 0.07698024, 0.020600997, -0.02077888, 0.011623065, -0.030518612, -0.040480316, 0.044471238, -0.034189556, 0.04112128, -0.04758954, -0.0039760415, 0.07135111, 0.011603077, -0.052299682, 0.060759634, -0.059539683, 0.07853022, -0.02299966, 0.0009109917, -0.03329423, -0.052624643, -0.03839163, -0.00015456502, -0.028929437, 0.04747737, 0.014165317, 0.01672605, 0.008288513, 0.021884603, -0.054888774, -0.041210204, -0.040868096, 0.046194572, -0.011918798, 0.066661716, 0.044913914, -0.009529657, 0.010680684, 0.015618345, -0.04228886, 0.015736474, -0.026688399, 0.078194804, 0.052753262, -0.005108668, 0.014543423, -0.018175459, -0.007201966, 0.02246499]"
"astate",3,1,"F148728801374KF3DBN","2025-04-01T23:49:08.753000Z","Who is my advisor?",False,"USER","[0.038283963, -0.0235886, -0.041577224, -0.055787016, 0.032667957, 0.03891298, 0.00806487, 0.008068681, 0.0139238825, -0.020726636, -0.029022539, -0.0015720222, -0.019547326, -0.048848014, 0.000972095, -0.049193658, -0.02309203, -0.04411902, 0.00087907194, -0.028734004, 0.01608059, 0.0068484326, -0.0034953812, -0.013563436, 0.035089605, -0.0022533608, 0.005079803, -0.11303042, -0.0027600757, 0.024684576, -0.023651367, 0.049415935, -0.08076828, -0.020903682, 0.029965678, -0.06532908, 0.042118657, -0.0020731632, 0.018032823, -0.014595214, -0.02064396, -0.040214334, -0.046977647, 0.0073098186, -0.0021304283, 0.0019382163, -0.036775246, 0.002678795, -0.029341426, -0.10625002, -0.014916229, -0.0023812559, 0.040519096, -0.022255886, -0.023196887, 0.030278184, 0.031107493, 0.01873727, -0.060498964, 0.012111599, 0.023795204, -0.0031406346, -0.08637213, 0.06256409, -0.016645862, -0.044846185, 0.02535923, 0.034865275, 0.025272157, -0.006320675, 0.024069099, 0.036727786, 0.05283025, -0.048685126, -0.03297247, -0.04958831, -0.028322184, 0.060339183, -0.020476932, 0.036064047, 7.210508e-05, -0.059812088, -0.02088051, -0.022927877, -0.01779406, 0.04843181, -0.033106297, 0.0189666, 0.030556815, 0.031935435, -0.036990255, -0.023068305, 0.017825045, -0.03544391, 0.0055978177, 0.033226795, -0.055089507, -0.0020894082, -0.023818735, -0.031842023, -0.042673543, -0.030136326, -0.014854229, -0.034419943, -0.009505479, 0.0249593, 0.0027312315, 0.022014568, -0.010485078, 0.063495256, -0.043633815, 0.023396943, 0.027740197, -0.046748143, 0.03240504, -0.02747831, -0.02170502, 0.0825124, 0.04355671, 0.031664923, 0.04499796, 0.010902326, -0.015968692, 0.033007927, -0.011835347, 0.009101299, -0.00678767, 0.041948684, 0.04121281, 0.06706422, -0.0034987365, -0.02763756, 0.00017533041, 0.0016422337, 0.047826543, 0.09425355, 0.08574572, -0.047839284, 0.014946838, 0.009718428, 0.015712194, -0.008998075, -0.0072498177, -0.0020232853, 0.01794262, -0.0027939624, -0.020585507, 0.004153419, 0.05864682, -0.013805843, -0.02593885, -0.022083918, -0.03458347, -0.028677106, 0.054049417, 0.03753072, -0.0025651462, 0.0018815544, 0.033581857, -0.004906017, 0.050915677, 0.0074894805, 0.008238732, -0.022614129, 0.009553314, -0.0011830044, 0.024102112, 0.02929241, -0.036343038, -0.01266932, 0.019593487, 0.031234747, -0.092675544, -0.029980278, 0.022914834, -0.052161954, 0.010927158, 0.008130263, -0.061967563, -0.0042410227, 0.003540957, 0.0056749913, -0.003243612, 0.042003408, 0.0086194705, -0.02087103, 0.07795647, -0.0794622, -0.020422986, -0.007534913, -0.008792209, 0.0020898972, -0.045812897, -0.02189732, 0.0012684992, 0.039934043, 0.028233197, 0.0061390884, 0.023026915, -0.029882587, 0.0019041783, 0.051593613, -0.00242845, -0.018839205, 0.05728578, -0.010049039, 0.03910118, -0.0052651367, 0.02366803, 0.020425517, -0.03434195, 0.0080230385, -0.038584623, -0.029533919, 0.010112867, 0.0081911655, 0.0018455294, 0.082178995, 0.017813398, -0.036738615, -0.018023947, 0.03531057, -0.074054204, -0.018555483, -0.009801624, -0.018155683, -0.046535835, 0.004449569, 0.034327812, -0.052616205, -0.025179887, 0.058104202, -0.002790256, -0.016609969, 0.023700511, 0.004665523, 0.06328406, 0.031613294, 0.030567566, 0.025372624, -0.07411593, 0.04081839, 0.033660285, 0.013462058, -0.053149372, 0.01861595, -0.031629287, 0.024730194, 0.005131906, 0.006015351, -0.027175669, -0.0052766423, -0.04185577, 0.030421918, -0.049633436, 0.008537944, -0.025998402, -0.007629006, -0.008631425, 0.0008333172, 0.023626719, -0.010241803, 0.0139610795, 0.053506654, 0.009567819, 0.039489824, -0.018490074, -0.016604735, 0.011518417, 0.026365766, -0.003300515, -0.005031781, 0.044273537, 0.0059752003, 0.024626909, 0.03833896, 0.00911112, 0.023811793, 0.0013516226, -0.035423014, 0.04767863, 0.06056196, 0.028533706, -0.04031202, -0.027296282, -0.023638897, -0.046444163, -0.008942977, 0.012705352, -0.048153862, -0.02733413, -0.0022982059, 0.0103684785, -0.004360773, -0.022044508, 0.053974576, 0.022176297, -0.024512311, 0.10496794, 0.0491507, -0.04979908, -0.056060128, 0.018796038, 0.013547974, 0.010714046, 0.0006468963, 0.002179653, -0.018833013, 0.02225987, 0.019209137, -0.009506393, -0.03406339, -0.041412916, 0.050861023, 0.0524642, -0.0007804646, -0.0049547288, 0.035368457, -0.04151442, 0.03038257, 0.010260496, 0.04578839, -0.021921255, 0.009855056, 0.003836285, 0.0043529896, -0.03575525, 0.02803542, 0.06501318, -0.008189813, -0.014110513, 0.0072079943, -0.007272585, 0.014171927, 0.006038748, 0.018285489, -0.026285036, 0.024653295, 0.004220772, 0.021382777, 0.034544844, 0.01406688, -0.008741478, -0.00040818765, 0.028092323, 0.03446546, -0.00972246, 0.035119444, 0.052205563, -0.01331309, 0.0019054014, 0.10607828, -0.0111146085, -0.0065992265, -0.003718008, -0.10496952, 0.012156667, -0.004258494, 0.03605352, -0.029978195, -0.033566345, 0.050317176, -0.027443884, -0.018749133, -0.024018597, -0.011115499, 0.0061436375, -0.008716409, -0.020611756, 0.020362167, 0.0016381122, 0.00095704483, 0.011878077, 0.021237118, -0.032243688, -0.017663127, -0.029444026, -0.059751645, 0.03210968, 0.021775974, -0.0042106537, -0.051328417, 0.021805272, 0.042882334, 0.0638259, -0.0011372645, 0.03963101, 0.039586846, 0.0073582586, 0.034946524, 0.08377674, 0.016245753, 0.09213645, 0.04072358, 0.008465241, -0.0061757253, -0.018181365, -0.023348914, -0.016868178, -0.0036337941, -0.037553187, -0.047585268, -0.034513894, -0.022970479, -0.030085173, 0.023069413, -0.0056498162, -0.057956018, 0.013418229, -0.007955138, -0.0147952, 0.034342904, 0.05511935, -0.08237766, -0.045386374, -0.044193618, 0.07056232, 0.014960039, -0.0108141275, 0.05119466, -0.0056644715, 0.006186136, -0.011811811, -0.014773971, -0.020817667, 0.007800168, -0.016458752, -0.008577027, -0.016515383, 0.001486728, 0.013392854, 0.04077831, 0.021985173, 0.017758112, 0.02216534, -0.04775748, 0.004049881, 0.03199801, -0.011060362, -0.007878899, -0.004900152, 0.01474692, 0.017544582, 0.0019384706, -0.011782474, -0.02735006, -0.019229863, -0.02048021, 0.045148846, -0.09217436, 0.053262383, -0.07874947, 0.0038992066, -0.054151703, -0.044304784, -0.046035647, 0.010029884, 0.044560093, -0.031194266, -0.02147879, -0.016824635, 0.0052209157, -0.056207083, -0.058843214, -0.023325292, -0.012027819, 0.025496058, -0.014835118, 0.05285405, 0.04490555, -0.010229728, -0.053261064, -0.0021769018, -0.020257594, -0.043735925, -0.024011562, -0.124339595, 0.009344657, -0.015778359, -0.01414619, -0.018231433, 0.012166945, 0.004287668, 0.023617651, 0.00390005, -0.017959781, -0.012771801, -0.015109195, 0.0049837185, 0.028369268, 0.01743662, 0.027957518, 0.007981459, -0.043060664, 0.0060067563, 0.053338453, -0.013626217, 0.008095894, 0.052779686, 0.030928083, -0.041676003, -0.026626222, -0.023024196, -0.0066747894, 0.0011798863, -0.040121663, 0.051473156, 0.011441876, -0.031966027, -0.011364937, 0.0032222848, 0.014833851, 0.017503643, -0.0065359883, 0.015694225, 0.00829742, -0.0071925377, 0.025721809, 0.008829009, -0.039783873, 0.03134937, -0.02767403, -0.10716413, 0.0395637, -0.023600124, 0.0010906757, 0.061750572, -0.036077783, -0.06705403, -0.039527863, 0.009216875, 0.054271545, -0.07366567, -0.011985881, 0.0055275294, -0.0037544079, 0.024117649, -0.022598289, 0.051333517, -0.021493927, 0.033326756, -0.016296472, 0.0077156555, 0.018288434, -0.021273252, -0.0076302313, 0.011605995, -0.0790681, -0.017530872, -0.062739186, -0.04280346, -0.039393183, 0.051538598, 0.01345859, -0.024018992, -0.044361465, 0.00707019, -0.0079928385, 0.008864576, 0.041807845, 0.0009714095, -0.032359302, 0.013647747, -0.009881634, 0.036857307, -0.023948139, -0.010690487, -0.020212766, 0.048368085, 0.009059072, -0.021587597, 0.03343789, 0.01695295, 0.026114648, 0.048395827, -0.04405137, -0.053145036, 0.014530417, -0.027356444, 0.019620521, 0.02133246, -0.008720116, -0.01890257, 0.047409177, -0.007528043, 0.056988724, -0.03406872, 0.03498489, 0.08019285, -0.03173807, -0.07220874, 0.0060132896, -0.0059528626, 0.018248001, -0.052084703, -0.0030541432, 0.013284071, -0.01582602, -0.054923058, 0.018228343, 0.05798989, -0.087703176, 0.07546621, -0.049098637, 0.05333888, -0.034332313, 0.0062769405, 0.03610684, -0.023955332, 0.012426572, 0.016835064, -0.033016518, 0.05465635, -0.0501562, -0.060604516, 0.024126666, 0.051610444, -0.0002939504, -0.051227942, -0.06404807, 0.015519302, -0.049724296, -0.01583917, -0.008448208, 0.046981107, 0.0234463, 0.030262033, -0.043499574, 0.05613178, 0.020521728, 0.0079300115, 0.016371924, 0.0020501555, -0.0125188, -0.057349637, 0.0036368356, 0.020926852, -0.00828023, -0.033120725, 0.020021064, -0.1279683, 0.0506882, 0.007228762, -0.009773754, 0.016993314, 0.010816844, -0.00030594715, -0.07178671, -0.06856717, 0.016585838, -0.04376096, 0.039723977, 0.0030244137, 0.0014611159, -0.026707053, 0.019726463, -0.008348744, -0.007864045, 0.045913115, -0.0041050343, -0.045574136, 0.027164664, -0.01671904, 0.009961603, -0.04260903, -0.05114871, -0.076337405, -0.07275084, -0.008234148, 0.013431285, -0.053567704, 0.030714255, 0.022522133, -0.033523563, 0.040070232, -0.049218394, -0.015361886, 0.0112826, -0.00051158946, 0.0075207883, -0.03296754, -0.029270515, -0.017796036, 0.019146865, -0.023790263, 0.047041696, 0.031031923, 0.013541132, -0.034069337, -0.02083762, -0.0016200072, -0.042010248, -0.027260624, 0.05652863, 0.02414991, -0.050089616, -0.03882313, 0.020458784, -0.0032629347, 0.06538068, -0.011268861, -0.10059156, -0.0020507032, 0.034884125, 0.01579381, -0.004448446, -0.005750477, -0.002461905, -0.035806555, 0.087354735, 0.04658935, -0.026547754, -0.0638264, -0.0067051565, -0.018056553, -0.03547807, -0.0009126679, 0.006550585, -0.07128347, 0.08359607, 0.042155914, -0.0210512, 0.03906863, -0.04128107, -0.0066164834, 0.028751269, -0.07946413, 0.06975222, 0.031386826, -0.0063340603, 0.095790975, -0.011150168, -0.022597838, 0.03593476, -0.051839277, 0.07860193, -0.028941412, 0.014632423, -0.043918528, -0.099901535, -0.05166892, 0.012525022, 0.037685297, 0.014327957, 0.064366356, -0.019367978, 0.0011047809, -0.00339899, -0.01667757, -0.051571697, -0.040141854, 0.055402488, 0.018835464, -0.021185724, 0.06869406, -0.037758254, 0.027624644, -0.014505963, -0.05099491, 0.017289191, -0.039661802, 0.057075646, -0.00035046984, 0.004654849, 0.012355316, -0.03145656, -0.00044358178, 0.06052396]"
